tmdbId,title,combined_features
8467,Dumb & Dumber (Dumb and Dumber) (1994),road trip briefcase of money woman wearing a short skirt kidnapping jimcarrey jeffdaniels laurenholly bobbyfarrelly adventure comedy
10451,Eat Drink Man Woman (Yin shi nan nu) (1994),chef chinese food cooking daughter sihunglung yu-wenwang chien-lienwu anglee comedy drama romance
20156,Exotica (1994),cult film public nudity protective male haunted by the past brucegreenwood miakirshner donmckellar atomegoyan drama
18395,Exit to Eden (1994),bondage bdsm spanking los angeles police department danadelany paulmercurio rosieo'donnell annerice comedy
522,Ed Wood (1994),director film director misfit friend johnnydepp martinlandau sarahjessicaparker timburton comedy drama
397,French Kiss (1995),breakup plant cutting frenchman blonde megryan kevinkline timothyhutton adambrooks action comedy romance
10525,Forget Paris (1995),love basketball city name in title american abroad billycrystal debrawinger joemantegna billycrystal comedy romance
27985,Far From Home: The Adventures of Yellow Dog (1995),labrador retriever dog survival stray dog mimirogers brucedavison jessebradford phillipborsos adventure children
15789,"Goofy Movie, A (1995)",father son relationship older actors younger roles travel singing in a vehicle billfarmer jasonmarsden jimcummings jymnmagon animation children comedy romance
27303,Hideaway (1995),car accident serial killer psychopath suicide jeffgoldblum christinelahti aliciasilverstone deanr.koontz thriller
21183,Fluke (1995),cartoon on tv close up of eye united states usa samuell.jackson matthewmodine nancytravis jamesherbert children drama
10954,Farinelli: il castrato (1994),bare chested male male protagonist secret brother castrates brother stefanodionisi enricoloverso elsazylberstein andréecorbiau drama musical
47867,Gordy (1995),falling into a swimming pool boy girl farm dougstone kristyyoung jamesdonadio jaysommers children comedy fantasy
43475,Gumby: The Movie (1995),cult film dog 1950s claymation dalmckennon artclokey gloriaclokey artclokey animation children
72031,The Glass Shield (1994),police corruption rookie sheriff murder erichanderson richardanderson thomasbabson charlesburnett crime drama
14275,Hoop Dreams (1994),basketball athlete national film registry high school williamgates arthuragee emmagates stevejames documentary
1024,Heavenly Creatures (1994),fantasy life orgy sex with a minor teenage crush melanielynskey katewinslet sarahpeirse franwalsh crime drama
17207,Houseguest (1994),cartoon on tv suburb debt houseguest sinbad philhartman kimgreist michaelj.digaetano comedy
13701,Immortal Beloved (1994),based on real person man ludwig van beethoven death garyoldman jeroenkrabbé isabellarossellini bernardrose drama romance
14819,Heavyweights (Heavy Weights) (1995),fat camp summer camp mother son relationship father son relationship davidgoldman josephwaynemiller codyburger juddapatow children comedy
32631,"Hunted, The (1995)",ninja samurai assassin bullet train christopherlambert johnlone joanchen j.f.lawton action
11777,I.Q. (1994),genius mechanic laboratory animal man wears eyeglasses timrobbins megryan waltermatthau andybreckman comedy romance
628,Interview with the Vampire: The Vampire Chronicles (1994),vampire gothic betrayal dark hero bradpitt christianslater virginiamccollam annerice drama horror
87729,Jefferson in Paris (1995),lafayette character thomas jefferson character period drama marie antoinette character nicknolte gwynethpaltrow estelleeonnet jamesivory drama
18713,"Jerky Boys, The (1995)",gay slur telephone police mafia johng.brennan kamalahmed alanarkin jamesmelkonian comedy
6280,Junior (1994),nightmare man wears eyeglasses scientist baby arnoldschwarzenegger dannydevito emmathompson kevinwade comedy sci-fi
9061,Just Cause (1995),child gagged murder florida prison interview seanconnery laurencefishburne katecapshaw johnkatzenbach mystery thriller
37108,"Kid in King Arthur's Court, A (1995)",sword and sandal sword and sorcery kicked in the groin comic violence thomasiannicholas jossackland artmalik michaelpart adventure children comedy fantasy romance
6071,Kiss of Death (1995),neo noir detective arrest death of wife davidcaruso samuell.jackson nicolascage eleazarlipsky crime drama thriller
11,Star Wars: Episode IV - A New Hope (1977),action adventure sci-fi
9587,Little Women (1994),american civil war f rated female protagonist reference to william shakespeare winonaryder gabrielbyrne trinialvarado louisamayalcott drama
19101,"Little Princess, A (1995)",india father daughter relationship orphan based on novel lieselmatthews eleanorbron liamcunningham franceshodgsonburnett children drama
49980,Ladybird Ladybird (1994),children social service violence unfit mother crissyrock vladimirvega sandielavelle kenloach drama
17961,"Enfer, L' (1994)",jealousy adultery madness hotel emmanuellebéart françoiscluzet nathaliecardone claudechabrol drama
18183,Like Water for Chocolate (Como agua para chocolate) (1992),mexico food marriage love marcoleonardi lumicavazos reginatorné lauraesquivel drama fantasy romance
4476,Legends of the Fall (1994),f word no opening credits violence sex scene bradpitt anthonyhopkins aidanquinn susanshilliday drama romance war western
11008,Major Payne (1995),drill instructor german shepherd dog character name as title army major damonwayans michaelironside bambambigelow joeconnelly comedy
47504,Little Odessa (1994),ill mother face slap assassin russian mafia timroth edwardfurlong moirakelly jamesgray crime drama
32325,My Crazy Life (Mi vida loca) (1993),generation x hood hispanic lowrider angelaviles seidylopez jacobvargas allisonanders drama
43742,Love Affair (1994),accident victim disabled person car accident accident warrenbeatty annettebening katharinehepburn glenngordoncaron drama romance
28313,Losing Isaiah (1995),baby custody battle social worker cartoon on tv jessicalange halleberry davidstrathairn sethmargolis drama
11318,"Madness of King George, The (1994)",porphyria king of england restraint self destructiveness rupertgraves helenmirren amandadonohoe alanbennett comedy drama
3036,Mary Shelley's Frankenstein (Frankenstein) (1994),frankenstein's monster remake elizabeth frankenstein character doctor victor frankenstein character robertdeniro kennethbranagh tomhulce maryshelley drama horror sci-fi
40490,Man of the House (1995),gangster threat divorcee single mother chevychase farrahfawcett jonathantaylorthomas davide.peckinpah comedy
24070,Mixed Nuts (1994),farce christmas veterinarian christmas eve stevemartin madelinekahn robertklein noraephron comedy
8986,Milk Money (1994),blonde boy school classroom melaniegriffith edharris michaelpatrickcarter johnmattson comedy romance
10510,Miracle on 34th Street (1994),santa claus girl remake parade richardattenborough elizabethperkins dylanmcdermott valentinedavies drama
17402,Miami Rhapsody (1995),mother daughter relationship fiance fiancee relationship dysfunctional marriage wedding sarahjessicaparker gilbellows antoniobanderas davidfrankel comedy
38722,My Family (1995),f rated prison hood marriage edwardjamesolmos rafaelcortes ivettereina gregorynava drama
8438,Murder in the First (1995),alcatraz solitary confinement prison rookie christianslater kevinbacon garyoldman dangordon drama thriller
11593,Nobody's Fool (1994),grandfather grandson relationship father son relationship small town independent film paulnewman jessicatandy brucewillis richardrusso comedy drama romance
1945,Nell (1994),twins f rated character name as title speech jodiefoster liamneeson natasharichardson markhandley drama
39310,New Jersey Drive (1995),police state name in title brutality killing shar-roncorley gabrielcasseus saulstein nickgomez crime drama
109560,New York Cop (Nyû Yôku no koppu) (1993),undercover cop scene before opening credits nypd begins with death tôrunakamura chadmcqueen mirasorvino tôrumurakawa action crime
56428,Beyond Bedlam (1993),drug suicide hallucination serial killer craigfairbrass elizabethhurley keithallen vadimjean drama horror
63105,Nemesis 2: Nebula (1995),explosion baby shot to death assassin sueprice chadstahelski tinacote albertpyun action sci-fi thriller
131957,Nina Takes a Lover (1994),woman wears only a man's shirt love infidelity sex laurasangiacomo paulrhys michaelo'keefe alanjacobs comedy romance
241,Natural Born Killers (1994),media satire controversy woman on top woodyharrelson juliettelewis tomsizemore quentintarantino action crime thriller
9058,Only You (1994),italy sister in law trip soul mate marisatomei robertdowneyjr. bonniehunt dianedrake comedy romance
527,Once Were Warriors (1994),f rated new zealand maori gang renaowen temueramorrison mamaengaroakerr-bell riwiabrown crime drama
6950,Outbreak (1995),virus epidemic monkey disease dustinhoffman renerusso morganfreeman laurencedworet action drama sci-fi thriller
101,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),hitman girl teenage girl neo noir jeanreno garyoldman natalieportman lucbesson action crime drama thriller
63020,"Perez Family, The (1995)",family character name as title political prisoner love immigration marisatomei alfredmolina anjelicahuston miranair comedy romance
2307,"Pyromaniac's Love Story, A (1995)",williambaldwin johnleguizamo sadiefrost joshuabrand comedy romance
680,Pulp Fiction (1994),nonlinear timeline overdose drug overdose bondage timroth amandaplummer lauralovelace quentintarantino comedy crime drama thriller
41478,Panther (1995),black panthers black panther party racial prejudice civil rights kadeemhardison bokeemwoodbine joedonbaker melvinvanpeebles drama
25296,Pushing Hands (Tui shou) (1992),tai chi boy chinese restaurant ancestry sihunglung laiwang bozhaowang anglee drama
40156,Priest (1994),church catholic priest homosexual sexual repression linusroache tomwilkinson robertcarlyle jimmymcgovern drama
11450,Quiz Show (1994),based on true story investigation fraud television johnturturro robmorrow ralphfiennes paulattanasio drama
30304,Picture Bride (Bijo photo) (1994),hawaii f rated japanese in hawaii death yûkikudô cary-hiroyukitagawa tamlyntomita kayohatta drama romance
10452,"Queen Margot (Reine Margot, La) (1994)",france french history protestant massacre isabelleadjani danielauteuil jean-huguesanglade alexandredumas drama romance
12106,"Quick and the Dead, The (1995)",female gunfighter arizona street shootout showdown sharonstone genehackman russellcrowe simonmoore action thriller western
161495,Roommates (1995),grandfather doctor roommate social worker peterfalk d.b.sweeney juliannemoore maxapple comedy drama
3586,Ready to Wear (Pret-A-Porter) (1994),fashion fashion show journalist fashion industry marcellomastroianni sophialoren jean-pierrecassel robertaltman comedy
110,Three Colors: Red (Trois couleurs: Rouge) (1994),friendship ex judge eavesdropping judge irènejacob jean-louistrintignant frédériquefeder krzysztofkieslowski drama
108,Three Colors: Blue (Trois couleurs: Bleu) (1993),liberty first part of trilogy trauma telling a joke juliettebinoche benoîtrégent florencepernel krzysztofkieslowski drama
